PlatformNo,Platform number,Lat,Long,Tag,Top,Cash,,,
11441,Rose St near Hoon Hay Rd,-43.56904,172.6126,2585,129,,,Woodend Rd near Greenwood Cl,70
11129,Rose St near Hoon Hay Rd,-43.56933,172.61165,885,23,,,Woodham Rd near Avonside Dr,474
33934,Rose St near Marley View St,-43.56778,172.61732,120,0,,,Woodham Rd near Brittan St,365
16577,Rossall St near Glandovey Rd,-43.51378,172.61018,660,17,,,Woodham Rd near Carnarvon St,1419
16078,Rossall St near Glandovey Rd,-43.5137,172.60974,323,1,,,Woodham Rd near Linwood Ave,282
40017,Rossall St near Highgate Ave,-43.51838,172.61493,400,10,,,Woodham Rd near Ngarimu St,1694
43537,Rossall St near Highgate Ave,-43.51822,172.61462,89,0,,,Woodham Rd near Patten St,309
10687,Rossall St near Holmwood Rd,-43.51989,172.61581,109,3,,,Woodham Rd near Tancred St,556
16583,Rossall St near Leinster Rd,-43.51486,172.61236,631,19,,,Yaldhurst,
16066,Rossall St near Leinster Rd,-43.51473,172.61184,167,3,,,Yaldhurst Rd near Angela St,64
16273,Rossall St near Office Rd,-43.5165,172.61358,704,12,,,Yaldhurst Rd near Brodie St,193
16050,Rossall St near Office Rd,-43.5162,172.61317,153,9,,,Yaldhurst Rd near Bucknell St,687
16362,Rossall St near Rhodes St,-43.52153,172.61722,1914,30,,,Yaldhurst Rd near Corfe St,62
11516,Rossall St near Rhodes St,-43.52164,172.6171,685,21,,,Yaldhurst Rd near Curletts Rd,1860
44080,Rowley Ave near Salmond St,-43.56505,172.58724,2324,95,,,Yaldhurst Rd near English St,175
33232,Rowley Ave near Salmond St,-43.56523,172.58719,244,2,,,Yaldhurst Rd near Ludecke Pl,930
32478,Roydvale Ave,-43.49023,172.56571,1584,66,,,Yaldhurst Rd near Nortons Rd,71
51212,Roydvale Ave near Highwood Ln,-43.49263,172.56487,2656,105,,,Yaldhurst Rd near Racecourse Rd,250
51231,Roydvale Ave near Homersham Pl,-43.49226,172.56482,21,1,,,Yaldhurst Rd near Withells Rd,147
10429,Roydvale Ave near Juniper Pl,-43.49546,172.5637,159,6,,,,
10723,Roydvale Ave near O'connor Pl,-43.49676,172.5634,2236,67,,,,
10969,Roydvale Ave near Sir William Pickering Dr,-43.49864,172.56159,503,15,,,,
51745,Ruru Rd near Hay St,-43.53158,172.69111,9,1,,,,
51750,Ruru Rd near Hay St,-43.53173,172.69169,1,0,,,,
24846,Russley,-43.518,172.53841,7201,201,,,,
24164,Russley,-43.51776,172.53728,1318,47,,,,
24642,Russley Rd near Dinton St,-43.51883,172.5348,655,30,,,,
24299,Russley Rd near Dinton St,-43.51883,172.53513,291,29,,,,
53192,Salisbury St near Gracefield Ave,-43.52436,172.63609,2549,45,,,,
52887,Salisbury St near Victoria St,-43.52436,172.63155,5092,159,,,,
46817,Saracen Ave near Handel Cl,-43.46289,172.61471,146,4,,,,
16738,Sawyers Arms Rd,-43.48134,172.59242,917,72,,,,
16786,Sawyers Arms Rd near Cotswold Ave,-43.47977,172.58863,2734,70,,,,
16679,Sawyers Arms Rd near Cotswold Ave,-43.48001,172.58953,844,23,,,,
18901,Seaview Rd,-43.50887,172.72291,2864,149,,,,
18149,Seaview Rd,-43.5087,172.72312,0,1,,,,
33485,Sedgwick Way near Woodside Common,-43.58021,172.60422,1091,16,,,,
29111,Selwyn St near Bletsoe Ave,-43.55112,172.62365,1698,58,,,,
33714,Selwyn St near Bletsoe Ave,-43.55151,172.62427,472,29,,,,
29124,Selwyn St near Bolton Ave,-43.54972,172.62207,869,14,,,,
29565,Selwyn St near Bolton Ave,-43.54966,172.6222,176,5,,,,
29107,Selwyn St near Cheviot St,-43.55247,172.62516,1594,61,,,,
33705,Selwyn St near Cheviot St,-43.55253,172.62542,541,26,,,,
50834,Selwyn St near Disraeli St,-43.54324,172.62187,377,11,,,,
29050,Selwyn St near Dobson St,-43.55369,172.62653,2442,91,,,,
33655,Selwyn St near Fairfield Ave,-43.54483,172.62174,7084,362,,,,
22950,Selwyn St near Fairfield Ave,-43.54481,172.62191,1378,121,,,,
50847,Selwyn St near Harman St,-43.54305,172.62173,1260,31,,,,
50875,Selwyn St near Hazeldean Rd,-43.54072,172.62173,1228,34,,,,
50899,Selwyn St near Moorhouse Ave,-43.54042,172.62189,297,9,,,,
22156,Selwyn St near Ruskin St,-43.54655,172.62191,1142,46,,,,
43487,Selwyn St Shops,-43.54823,172.62175,6500,313,,,,
22071,Selwyn St Shops,-43.54835,172.62192,1803,117,,,,
44219,Sewell St near Smith St,-43.378,172.65737,459,17,,,,
44196,Sheffield Cres,-43.48923,172.56223,13967,373,,,,
10417,Sheffield Cres near Sir William Pickering Dr,-43.49171,172.56197,226,4,,,,
10768,Sheffield Cres near Wairakei Rd,-43.49008,172.56367,345,11,,,,
39504,Shirley Rd near Quinns Rd,-43.50814,172.65754,7770,294,,,,
39515,Shirley Rd near Quinns Rd,-43.50799,172.65909,1692,101,,,,
39710,Shirley Rd near Slater St,-43.50815,172.65323,10120,387,,,,
39625,Shirley Rd near Slater St,-43.50803,172.65315,3381,170,,,,
38420,Shirley Rd near Stapletons Rd,-43.50802,172.65648,1366,68,,,,
53331,Silverstream,-43.38031,172.63613,2363,120,,,,
53349,Silverstream,-43.38027,172.63589,199,9,,,,
22810,Simeon St near Howard St,-43.54983,172.61649,89,3,,,,
54021,Simeon St near Milton St,-43.556,172.62309,2376,90,,,,
51249,Sir William Pickering Dr,-43.49708,172.55864,112,1,,,,
10706,Sir William Pickering Dr (NB),-43.49479,172.55915,5,0,,,,
10982,Sir William Pickering Dr (SB),-43.49478,172.55924,895,10,,,,
10710,Sir William Pickering Dr near Roydvale Ave,-43.4985,172.56072,6,0,,,,
51277,Sir William Pickering near Sir Gil Simpson,-43.49192,172.56105,3,0,,,,
54097,Skyhawk near Kittyhawk Avenue,-43.55507,172.56064,3167,81,,,,
54107,Skyhawk Rd near Kittyhawk Avenue,-43.55452,172.55969,6,0,,,,
44290,Smith St near Cass St,-43.37835,172.65901,416,20,,,,
14151,Smiths City (Southbound),-43.53853,172.63673,18209,653,3130,,,
32620,Soleares Ave near Mccormacks Bay Rd,-43.55785,172.72254,467,9,,,,
30867,Soleares Ave near Mt Pleasant Rd,-43.56635,172.72093,692,10,,,,
36482,Soleares Ave near Mt Pleasant Rd,-43.56706,172.72053,64,5,,,,
30851,Soleares Ave near Mt Pleasant Rd,-43.566,172.72035,1,0,,,,
30880,Soleares Ave near Santa Maria Ave,-43.56399,172.7213,1046,36,,,,
32736,Soleares Ave near Toledo Pl,-43.56402,172.72107,43,0,,,,
30879,Soleares Ave near Valencia Ln,-43.56236,172.72135,80,1,,,,
13399,Solway Ave near Glenside Ave,-43.52038,172.5667,1037,33,,,,
13038,Solway Ave near Glenside Ave,-43.52046,172.56682,176,7,,,,
14974,South City (Northbound),-43.53842,172.63653,14617,486,,,,
54646,Southbridge,-43.81131,172.25153,973,40,,,,
54651,Southbridge Hotel,-43.81146,172.25191,1,0,,,,
44257,Southbrook,-43.32667,172.60009,1703,80,,,,
44235,Southbrook,-43.32664,172.59986,519,39,,,,
44226,Southbrook Rd near Coronation St,-43.32162,172.59797,1444,58,,,,
44203,Southbrook Rd near Denchs Rd,-43.32063,172.59756,237,5,,,,
40310,Southern Park and Ride (South Belt),-43.31861,172.5923,6646,116,,,,
43619,Southern Park and Ride (South Belt),-43.31816,172.59577,1513,93,,,,
26601,Southern Park and Ride (South Belt),-43.31861,172.59292,68,4,,,,
26213,Southshore,-43.55645,172.75034,0,1,,,,
43397,Sparks Rd near Hoon Hay Rd,-43.5643,172.60969,2888,90,,,,
33910,Sparks Rd near Hoon Hay Rd,-43.56404,172.61101,246,6,,,,
43378,Sparks Rd near Waimokihi Pl,-43.56369,172.61236,1316,21,,,,
38533,Springfield Rd near Kinloch St,-43.51168,172.63199,1071,32,,,,
38522,Springfield Rd near Kinloch St,-43.51174,172.63223,675,28,,,,
38449,Springfield Rd near Pitt Pl,-43.5131,172.63245,2147,88,,,,
38567,Springfield Rd near St Albans St,-43.5097,172.63015,2830,82,,,,
38579,Springfield Rd near St Albans St,-43.50982,172.63051,646,15,,,,
24384,Springs Rd,-43.56287,172.52773,112,2,,,,
38270,Springs Rd near Amyes Rd,-43.55193,172.53426,5004,260,,,,
25832,Springs Rd near Birchs Rd,-43.58402,172.50919,2510,32,,,,
25948,Springs Rd near Birchs Rd,-43.58282,172.51054,1068,13,,,,
47878,Springs Rd near Blakes Rd,-43.57767,172.51523,4044,68,,,,
25775,Springs Rd near Boston Ave,-43.55532,172.53141,2809,83,,,,
25809,Springs Rd near Boston Ave,-43.55554,172.53143,985,46,,,,
24707,Springs Rd near Brynley St,-43.5509,172.53582,2489,116,,,,
46864,Springs Rd near Brynley St,-43.55118,172.53566,1299,29,,,,
24879,Springs Rd near Caudron Rd,-43.54695,172.54191,1567,99,,,,
24690,Springs Rd near Dufek Cres,-43.54965,172.53795,867,36,,,,
24537,Springs Rd near Dufek Cres,-43.54989,172.53774,135,4,,,,
24559,Springs Rd near Garvins Rd,-43.54683,172.54227,722,18,,,,
24563,Springs Rd near Henry Wigram Pl,-43.5445,172.5446,10224,105,,,,
25768,Springs Rd near Henry Wigram Pl,-43.54473,172.54416,2442,78,,,,
50913,Springs Rd near Marshs Rd,-43.56949,172.52221,610,17,,,,
50881,Springs Rd near Marshs Rd,-43.56968,172.52225,8,0,,,,
24711,Springs Rd near Sioux Ave,-43.549,172.53954,5677,307,,,,
24528,Springs Rd near Sioux Ave,-43.54864,172.54044,418,35,,,,
53845,Springston,-43.64432,172.42613,223,1,,,,
53878,Springston,-43.64403,172.42641,54,0,,,,
38546,St Albans St near Devonport Ln,-43.51231,172.62403,865,33,,,,
38551,St Albans St near Donald Pl,-43.51174,172.62544,1623,71,,,,
30730,St Andrews Hill Rd near Major Hornbrook Rd,-43.55924,172.71762,285,5,,,,
30724,St Andrews Hill Rd near Marama Cres,-43.55793,172.71606,51,1,,,,
36392,St Andrews Hill Rd near Marama Cres,-43.55785,172.71624,28,0,,,,
30753,St Andrews Hill Rd near Marama Cres,-43.55834,172.71745,11,0,,,,
28616,St Andrews Hill Rd near Marama Cres,-43.5584,172.71775,5,0,,,,
30782,St Andrews Hill Rd near The Brae,-43.55797,172.71317,207,3,,,,
36385,St Andrews Hill Rd near The Brae,-43.55779,172.71347,35,1,,,,
14665,St Asaph St near Barbadoes St,-43.53645,172.64519,1981,30,,,,
14263,St Asaph St near Colombo St,-43.53647,172.63568,14122,379,,,,
14677,St Asaph St near Fitzgerald Ave,-43.53644,172.64973,978,20,,,,
14271,St Asaph St near Montreal St,-43.53649,172.63018,5210,68,,,,
18787,St Asaph St near Phillips St,-43.53642,172.65289,367,16,,,,
14360,St David St near Moorhouse Ave,-43.53982,172.62903,564,23,,,,
36964,St Martins Rd near Ensors Rd,-43.55319,172.65721,1954,40,,,,
11996,St Martins Rd near Ensors Rd,-43.55284,172.65729,428,19,,,,
11954,St Martins Rd near Wilding St,-43.55486,172.65306,1859,92,,,,
36972,St Martins Rd near Wilding St,-43.55498,172.65313,1669,66,,,,
37001,St Martins Shops,-43.55713,172.65314,10370,458,,,,
32146,St Martins Shops,-43.55743,172.65359,9555,367,,,,
12420,Stanmore Rd near Alexandra St,-43.52289,172.65647,4743,212,,,,
40644,Stanmore Rd near Draper St,-43.52385,172.65697,3669,165,,,,
13750,Stanmore Rd near Gloucester St,-43.5303,172.65698,2105,158,,,,
13685,Stanmore Rd near Haast St,-43.52749,172.65699,1769,111,,,,
18219,Stanmore Rd near London St,-43.51985,172.65645,5682,390,,,,
12412,Stanmore Rd near London St,-43.52002,172.65629,5511,402,,,,
42944,Stanmore Rd near Lychgate Cl,-43.52608,172.65715,1570,42,,,,
12431,Stanmore Rd near Lychgate Cl,-43.52595,172.65697,427,19,,,,
40628,Stanmore Rd near Siddal Pl,-43.51803,172.65643,1984,116,,,,
40323,Stanmore Rd near Trinity Ln,-43.52825,172.65717,2714,91,,,,
18203,Stanmore Rd near Warwick St,-43.52132,172.65647,2414,148,,,,
53562,Stanmore Rd near Worcester St,-43.53136,172.65715,2828,141,,,,
13415,Staveley St,-43.51902,172.55353,783,29,,,,
13381,Staveley St,-43.51903,172.5522,110,10,,,,
13436,Staveley St near Avonhead Rd,-43.521,172.56103,949,38,,,,
13017,Staveley St near Avonhead Rd,-43.52113,172.56098,78,2,,,,
13029,Staveley St near Colina St,-43.51992,172.55655,297,7,,,,
13427,Staveley St near Nortons Rd,-43.52002,172.55748,1028,32,,,,
38653,Straven Rd near Rochdale St,-43.52268,172.60137,5301,43,,,,
38329,Straven Rd near Rochdale St,-43.52269,172.60156,1456,21,,,,
16084,Strowan Rd near Lloyd St,-43.51084,172.60729,479,4,,,,
16605,Strowan Rd near Normans Rd,-43.51064,172.60734,3194,103,,,,
42680,Sumner,-43.5818,172.75661,31131,665,4168,,,
15342,Supa Centa,-43.46012,172.62281,12606,619,,,,
13951,Supa Centa,-43.46006,172.6225,2181,101,,,,
46988,Supa Centa Terminus,-43.46069,172.6251,258,12,,,,
23392,Sydenham Shops,-43.54645,172.63661,7406,273,,,,
23972,Sydenham Shops,-43.54709,172.63677,2766,84,,,,
54169,Taiora/QEII,-43.49087,172.7074,1492,26,,,,
54130,Taiora/QEII,-43.49087,172.70733,160,2,,,,
54447,Te Korari St near David Palmer St,-43.46665,172.66506,190,3,,,,
54434,Te Korari St near Raranga St,-43.46706,172.66524,500,8,,,,
10924,Teesdale St near Deepdale St,-43.49389,172.5665,1619,84,,,,
10734,Teesdale St near Deepdale St,-43.49407,172.567,19,0,,,,
10907,Teesdale St near Tay St,-43.49666,172.56898,701,28,,,,
10747,Teesdale St near Tay St,-43.49657,172.56891,12,1,,,,
45892,Temp - Halswell Junction Rd near Foremans Rd,-43.54348,172.50729,1990,61,,,,
53924,Temp - Waterloo Rd near Islington Ave,-43.54611,172.49241,2708,83,,,,
41353,Templeton,-43.55181,172.47223,4895,124,,,,
25924,Templeton,-43.5518,172.47243,515,24,,,,
52697,Tennyson St near Markham Way,-43.59523,172.38281,476,17,,,,
17783,Tennyson St near Michelangelo Dr,-43.59871,172.38567,3198,103,,,,
17909,Tennyson St near Michelangelo Dr,-43.59878,172.38556,1947,31,,,,
52763,Tennyson St near Moore St,-43.59525,172.38267,1141,34,,,,
17765,Tennyson St near Rolleston Dr,-43.59703,172.38434,2109,105,,,,
11500,The Hub Hornby,-43.54227,172.52248,60571,3809,15067,,,
18288,The Palms (Marshland Rd mall side),-43.50727,172.66292,3673,261,,,,
13283,The Palms (Marshland Rd- vet side),-43.50666,172.66262,4607,233,,,,
39527,The Palms (New Brighton Rd),-43.50796,172.66349,5736,275,,,,
43908,The Palms (Shirley Rd),-43.50811,172.66154,29363,1675,5706,,,
51470,The Runway near Dalwood Dve,-43.55572,172.55003,3044,126,,,,
51541,The Runway near Dalwood Dve,-43.55593,172.54987,73,2,,,,
53464,The Runway near Deal St,-43.55306,172.55533,6517,307,,,,
53455,The Runway near Deal St,-43.55331,172.55533,817,23,,,,
51489,The Runway near Kittyhawk Ave,-43.55427,172.55293,2715,105,,,,
51539,The Runway near Kittyhawk Ave,-43.55449,172.55281,142,4,,,,
51103,Ti Rakau Dr near Delta Wy,-43.55174,172.69498,992,12,,,,
44858,Ti Rakau Dr near Kestrel Pl,-43.54869,172.69521,142,6,,,,
41087,Ti Rakau Dr near Shearwater Dr,-43.54903,172.69481,1617,47,,,,
40055,Town Hall,-43.3042,172.58964,6687,390,,,,
47320,Town Hall,-43.30405,172.58982,384,10,,,,
39222,Travis Rd,-43.49305,172.69797,633,12,,,,
39589,Travis Rd near Atlantis St,-43.49365,172.70353,1061,37,,,,
39298,Travis Rd near Blue Gum Pl,-43.49408,172.70684,4652,35,,,,
39308,Travis Rd near Blue Gum Pl,-43.49409,172.70653,4629,80,,,,
39280,Travis Rd near Bower Ave,-43.49517,172.71001,10709,491,,,,
39061,Travis Rd near Travis Country Dr,-43.49315,172.69756,421,7,,,,
54680,Travis Road near Atlantis Street,-43.49358,172.70447,20,0,,,,
39438,Travis Road near Bower Ave,-43.49502,172.70996,2377,64,,,,
53246,Tuam St near Duke St,-43.53528,172.64791,807,15,,,,
18955,Tuam St near England St,-43.53547,172.66299,4660,209,,,,
18718,Tuam St near Fitzgerald Ave,-43.53545,172.65185,398,16,,,,
52958,Tuam St near Madras St,-43.53523,172.64353,1766,28,,,,
40946,Tuam St near Nursery Rd,-43.53539,172.65884,1502,117,,,,
37029,Tuam St near Olliviers Rd,-43.53536,172.66312,1511,91,,,,
41002,Tuam St near Percy St,-43.5355,172.65886,4521,155,,,,
18702,Tuam St near Phillips St,-43.53541,172.65476,1025,9,,,,
18938,Tuam St near Saxon St,-43.53552,172.65557,1828,43,,,,
50230,Two Chain Rd near Aylesbury Rd,-43.60367,172.30772,1211,38,,,,
52728,Two Chain Rd near Walkers Rd,-43.59541,172.34628,393,10,,,,
52737,Two Chain Rd near Walkers Rd,-43.59567,172.34635,19,0,,,,
26693,Union St,-43.51818,172.73079,57,2,,,,
26416,Union St near Mountbatten St,-43.51646,172.72941,370,13,,,,
26041,Union St near Mountbatten St,-43.51678,172.72981,31,0,,,,
40381,Union St near Tovey St,-43.51796,172.73046,2126,86,,,,
32114,University - Creyke Rd,-43.52103,172.5849,7289,137,,,,
32122,University - Creyke Rd,-43.52109,172.58473,4176,91,,,,
38719,University - Ilam Rd,-43.52473,172.57929,50387,999,6010,,,
39687,University - Ilam Rd,-43.5239,172.57902,5633,130,,,,
42729,Van Asch St near Denman St,-43.57651,172.76073,3128,90,,,,
42605,Van Asch St near Denman St,-43.57671,172.76074,3,1,,,,
17380,Veitches Rd near Cavendish Rd,-43.48127,172.60611,438,11,,,,
19910,Veitches Rd near Cavendish Rd,-43.48138,172.60582,20,0,,,,
17636,Veitches Rd near Grampian St,-43.48115,172.60332,440,8,,,,
19820,Veitches Rd near Grampian St,-43.48127,172.60333,49,0,,,,
17269,Veitches Rd near Kimberley St,-43.48195,172.59523,301,14,,,,
19094,Veitches Rd near Kimberley St,-43.48206,172.59534,20,0,,,,
17295,Veitches Rd near Larch Pl,-43.48159,172.59845,553,17,,,,
19437,Veitches Rd near Larch Pl,-43.48172,172.59836,1,1,,,,
17305,Veitches Rd near Northfield Rd,-43.48136,172.60052,305,22,,,,
19780,Veitches Rd near Northfield Rd,-43.48145,172.60073,30,1,,,,
52904,Victoria St near Dorset St,-43.52198,172.62875,5128,100,,,,
44668,Waikuku,-43.28725,172.7161,1381,16,,,,
44634,Waikuku Beach Rd near Kaiapohia Rd,-43.28715,172.7109,188,0,,,,
53558,Waikuku Beach Rd near Northside Dr,-43.28923,172.70357,97,0,,,,
37404,Waimairi Rd near Athol Tce,-43.52559,172.57341,9276,191,,,,
37072,Waimairi Rd near Bowen St,-43.52984,172.57391,10696,452,,,,
37157,Waimairi Rd near Bowen St,-43.53025,172.57416,6886,277,,,,
36521,Waimairi Rd near Brulay Cts,-43.52708,172.57353,4384,129,,,,
54273,Waimairi Rd near Dovedale Ave,-43.52105,172.57277,5871,178,,,,
54287,Waimairi Rd near Dovedale Ave,-43.52104,172.5726,5702,159,,,,
13637,Waimairi Rd near Greers Rd,-43.51358,172.57169,3350,120,,,,
13443,Waimairi Rd near Maidstone Rd,-43.51745,172.57207,1889,65,,,,
13055,Waimairi Rd near Maydell St,-43.5179,172.57231,1685,45,,,,
13628,Waimairi Rd near Wentworth St,-43.51354,172.57148,2988,121,,,,
18183,Wainoni Rd near Avonside Dr,-43.51497,172.68869,2696,74,,,,
40848,Wainoni Rd near Avonside Dr,-43.51481,172.68862,341,17,,,,
18448,Wainoni Rd near Bexley Rd,-43.50398,172.7063,1,0,,,,
40161,Wainoni Rd near Breezes Rd,-43.51079,172.69472,3518,128,,,,
18165,Wainoni Rd near Cuffs Rd,-43.51879,172.68497,896,28,,,,
18392,Wainoni Rd near Cuffs Rd,-43.51862,172.68496,231,6,,,,
18870,Wainoni Rd near Hampshire St,-43.50505,172.70459,2600,122,,,,
40103,Wainoni Rd near Hampshire St,-43.50489,172.70456,88,3,,,,
40157,Wainoni Rd near Orrick Cres,-43.50682,172.70122,2001,103,,,,
40126,Wainoni Rd near Orrick Cres,-43.50662,172.70128,85,5,,,,
18177,Wainoni Rd near Ottawa Rd,-43.51716,172.68672,1489,81,,,,
18108,Wainoni Rd near Ottawa Rd,-43.51718,172.6865,350,19,,,,
18843,Wainoni Rd near Pannell Ave,-43.52022,172.68304,1228,88,,,,
18430,Wainoni Rd near Pannell Ave,-43.52033,172.68265,178,12,,,,
44363,Wainoni Rd near Portsmouth St,-43.5088,172.69809,6515,404,,,,
40142,Wainoni Rd near Portsmouth St,-43.50805,172.69898,444,68,,,,
44154,Wainoni Rd near Shortland St,-43.51332,172.69035,1446,73,,,,
18469,Wainoni Rd near Shortland St,-43.51244,172.69121,490,56,,,,
16508,Wairakei Rd,-43.489,172.56696,1484,31,,,,
16481,Wairakei Rd near Abros Pl,-43.49031,172.57035,2452,87,,,,
16499,Wairakei Rd near Abros Pl,-43.49005,172.56952,6,0,,,,
16013,Wairakei Rd near Aorangi Rd,-43.50377,172.5949,2801,82,,,,
16148,Wairakei Rd near Aorangi Rd,-43.50341,172.5934,179,8,,,,
16764,Wairakei Rd near Blighs Rd,-43.5067,172.59915,2567,55,,,,
16124,Wairakei Rd near Blighs Rd,-43.50634,172.59874,181,5,,,,
16554,Wairakei Rd near Breens Rd,-43.49288,172.57395,2749,53,,,,
16596,Wairakei Rd near Breens Rd,-43.493,172.57389,13,0,,,,
16622,Wairakei Rd near Charlcott St,-43.49401,172.57541,899,28,,,,
16370,Wairakei Rd near Charlcott St,-43.49412,172.57532,3,0,,,,
16107,Wairakei Rd near Chislehurst Pl,-43.50863,172.60135,210,4,,,,
16287,Wairakei Rd near Grahams Rd,-43.49843,172.58369,2794,78,,,,
43460,Wairakei Rd near Grahams Rd,-43.49799,172.58226,52,0,,,,
40807,Wairakei Rd near Greers Rd,-43.49972,172.58663,4647,185,,,,
16614,Wairakei Rd near Greers Rd,-43.49998,172.58683,357,27,,,,
16260,Wairakei Rd near Idris Rd,-43.50935,172.60369,3407,35,,,,
40824,Wairakei Rd near Jennifer St,-43.50237,172.59183,1337,40,,,,
43164,Wairakei Rd near Jennifer St,-43.50202,172.59094,94,4,,,,
40980,Wairakei Rd near Kendal Ave,-43.49629,172.57833,2823,84,,,,
40212,Wairakei Rd near Kendal Ave,-43.49594,172.57761,27,0,,,,
16520,Wairakei Rd near Manor Pl,-43.50057,172.58837,1274,38,,,,
42928,Wairakei Rd near Pitcairn Cres,-43.50436,172.59644,1324,29,,,,
43155,Wairakei Rd near Pitcairn Cres,-43.50464,172.59671,183,4,,,,
16475,Wairakei Rd near Sheffield Cres,-43.48916,172.56449,9,1,,,,
16531,Wairakei Rd near Spalding St,-43.49738,172.58108,1967,69,,,,
16045,Wairakei Rd near Spalding St,-43.49742,172.58047,7,0,,,,
16468,Wairakei Rd near Todd Ave,-43.49146,172.57275,851,46,,,,
16633,Wairakei Rd near Todd Ave,-43.49118,172.57144,3,1,,,,
42646,Wakefield Ave near Duncan St,-43.57786,172.75645,5,1,,,,
42554,Wakefield Ave near Nayland St,-43.56908,172.75897,10004,308,,,,
42667,Wakefield Ave near Paisley St,-43.5796,172.75606,632,11,,,,
42738,Wakefield Ave near Paisley St,-43.57913,172.75625,149,5,,,,
33812,Wales St near Oldham Cres,-43.57762,172.55915,5251,168,,,,
22403,Wales St near Oldham Cres,-43.57763,172.55901,868,49,,,,
33808,Wales St near Shamrock Pl,-43.57974,172.56136,950,41,,,,
22351,Wales St near Shamrock Pl,-43.57983,172.56135,152,16,,,,
32801,Waltham Rd near Austin St,-43.55049,172.64668,3684,119,,,,
32704,Waltham Rd near Austin St,-43.55052,172.64689,74,8,,,,
32696,Waltham Rd near Bunyan St,-43.55246,172.64882,81,1,,,,
22636,Waltham Rd near Coleridge St,-43.54577,172.64697,107,0,,,,
32789,Waltham Rd near Hastings St E,-43.54801,172.64667,2392,117,,,,
22823,Waltham Rd near Hastings St E,-43.54884,172.64688,214,25,,,,
32762,Waltham Rd near Mowbray St,-43.54397,172.64666,1420,65,,,,
32829,Waltham Rd near Rogers St,-43.55216,172.64812,3195,92,,,,
45579,Warrington St near Woodville St,-43.50817,172.65082,546,16,,,,
47832,Warrington St near Woodville St,-43.50803,172.65001,25,0,,,,
38465,Warrington St Shops,-43.5091,172.646,3378,76,,,,
38483,Warrington St Shops,-43.50905,172.64583,404,21,,,,
25527,Waterloo Rd,-43.54225,172.50282,1320,60,,,,
25710,Waterloo Rd,-43.54248,172.503,438,13,,,,
25515,Waterloo Rd near Brixton St,-43.54176,172.50659,1553,65,,,,
53930,Waterloo Rd near Islington Ave,-43.54633,172.49222,473,21,,,,
25543,Waterloo Rd near Kissel St,-43.55313,172.47641,1239,35,,,,
25706,Waterloo Rd near Kissel St,-43.55329,172.47632,126,1,,,,
25995,Waterloo Rd near Wilson St,-43.54177,172.50694,199,18,,,,
54944,West Melton Primary School,-43.52274,172.36969,1909,22,,,,
53298,Westfield Riccarton,-43.52999,172.59773,128178,5844,59179,,,
53308,Westfield Riccarton,-43.52977,172.5995,127790,5072,,,,
22488,Westlake,-43.56827,172.55567,957,29,,,,
25673,Westlake,-43.56793,172.55637,255,1,,,,
25660,Westlake Dr near Eskdale Pl,-43.57,172.55734,155,11,,,,
22230,Westlake Dr near Hemingford Pl,-43.5702,172.5563,652,36,,,,
25656,Westlake Dr near Lancewood Dr,-43.57077,172.55947,32,1,,,,
24089,Westminster St near Flockton St,-43.50326,172.64293,1116,50,,,,
24782,Westminster St near Flockton St,-43.50312,172.64292,109,6,,,,
51556,Wharenui Rd near Janet St,-43.53647,172.58696,3278,88,,,,
51587,Wharenui Rd near Puna St,-43.53604,172.58706,486,11,,,,
51560,Wharenui Rd near Riccarton Rd,-43.53127,172.58616,693,45,,,,
51573,Wharenui Rd near Riccarton Rd,-43.53164,172.58639,373,9,,,,
10694,Whitby St near Everest St,-43.49863,172.56877,652,35,,,,
10752,Whitby St near Everest St,-43.49866,172.56863,5,0,,,,
44773,White St near Parkhouse Dr,-43.31004,172.58725,1648,53,,,,
26746,White St near Parkhouse Dr,-43.31013,172.5871,122,8,,,,
11247,Whiteleigh Ave near Barrington St,-43.54467,172.608,11616,561,,,,
37594,Whiteleigh Ave near Jack Hinton Dr,-43.54452,172.60806,3735,146,,,,
11281,Whiteleigh Ave near Leamington St,-43.54226,172.60528,3571,147,,,,
37644,Whiteleigh Ave near Leamington St,-43.54221,172.60549,1342,50,,,,
11275,Whiteleigh Ave near Troup Dr,-43.53908,172.60387,3737,166,,,,
37539,Whiteleigh Ave near Troup Dr,-43.54006,172.60422,3015,109,,,,
20621,Whitmore St near Avalon St,-43.51878,172.65075,1138,35,,,,
20595,Whitmore St near Bealey Ave,-43.52029,172.65042,878,52,,,,
53429,Williams St (Mobil Kaiapoi),-43.38911,172.65421,4322,145,,,,
53493,Williams St (Mobil Kaiapoi),-43.38929,172.65391,641,11,,,,
15792,Williams St near Carew St,-43.38645,172.65547,1160,108,,,,
40732,Williams St near Carew St,-43.38589,172.65555,252,12,,,,
44274,Williams St near Cass St,-43.38056,172.66108,1527,168,,,,
13895,Williams St near Cass St,-43.38046,172.66099,362,22,,,,
15818,Williams St near Coups Tce,-43.37564,172.66287,633,19,,,,
43528,Williams St near Courtenay Drive,-43.39136,172.65319,424,5,,,,
12227,Williams St near Courtenay Drive,-43.39091,172.65322,123,3,,,,
15020,Williams St near Dale St,-43.3739,172.66293,401,29,,,,
13853,Williams St near Dale St,-43.37365,172.66285,24,0,,,,
15012,Williams St near Davie St,-43.37936,172.66221,3008,164,,,,
