PlatformNo,Platform number,Lat,Long,Tag,Top,Cash,,,
19459,Harewood Rd near Trafford St,-43.48341,172.57721,1014,60,238,,,
45761,Harewood Rd near Waimakariri Rd,-43.47919,172.55854,649,26,213,,,
42888,Harewood Rd near Wilmot St,-43.4926,172.59925,3472,226,1574,,,
37126,Harewood Rd near Wilmot St,-43.49231,172.59821,2766,96,,,,
19127,Harewood Rd near Wooldridge Rd,-43.4808,172.56926,758,15,163,,,
19221,Harewood Rd near Wooldridge Rd,-43.48092,172.56913,141,3,,,,
23901,Hargood St and Linwood Ave,-43.54101,172.68468,2691,151,496,,,
23929,Hargood St near Clydesdale St,-43.54303,172.68343,3667,93,175,,,
23274,Hargood St near Clydesdale St,-43.54307,172.68323,4,0,,,,
23889,Hargood St near Oban Pl,-43.54547,172.68102,1,0,,,,
50852,Harman St near Grove Rd,-43.54234,172.61705,87,3,11,,,
50868,Harman St near Lincoln Rd,-43.54247,172.61611,1425,47,139,,,
43172,Harper Ave near Deans Ave,-43.52403,172.61386,386,4,54,,,
18827,Harrow St near Bordesley St,-43.5363,172.66554,2662,55,350,,,
18495,Harrow St near Bordesley St,-43.53609,172.66537,533,17,,,,
18815,Harrow St near Glasgow St,-43.53722,172.6679,1260,29,175,,,
11977,Harvard Ave and Main South Rd,-43.54263,172.54721,7069,360,1435,,,
39137,Hawke St near Convoy St,-43.50715,172.72537,1451,70,307,,,
39383,Hawke St near Fenners Ln,-43.50694,172.72568,110,7,16,,,
53486,Hawke St near Keppel St,-43.50626,172.72891,1691,105,677,,,
53472,Hawke St near Keppel St,-43.50605,172.72955,440,42,,,,
13784,Hawthornden Rd near Bellingham Pl,-43.51012,172.55017,101,1,49,,,
10192,Hawthornden Rd near Henridge Pl,-43.50939,172.55072,163,7,41,,,
23014,Hay St near Kuaka Cres,-43.53285,172.6853,48,1,6,,,
23647,Hay St near Mcgregors Rd,-43.53274,172.68533,1,0,,,,
42343,Head St near Dryden St,-43.57561,172.76558,8,1,2,,,
42701,Head St near Wiggins St,-43.57527,172.76573,2028,56,470,,,
42130,Heathcote,-43.57585,172.71045,2735,113,525,,,
42391,Heathcote,-43.57721,172.71088,896,36,,,,
42111,Heathcote,-43.57575,172.71058,549,41,,,,
42447,Heathcote,-43.57721,172.71102,36,3,,,,
50474,Heaton Intermediate,-43.51046,172.61639,872,8,95,,,
46373,Heaton St,-43.51318,172.61037,1814,52,279,,,
50488,Heaton St - St Georges,-43.51033,172.61696,3662,50,357,,,
38607,Heaton St near Glandovey Rd,-43.51298,172.61098,334,9,60,,,
14770,Hei Hei Rd near Buchanans Rd,-43.53012,172.52691,3986,189,772,,,
14599,Hei Hei Rd near Buchanans Rd,-43.53026,172.52701,836,60,,,,
12682,Hendersons Rd near Rowley Ave,-43.56549,172.58522,1162,31,319,,,
42717,Hendersons Rd near Rowley Ave,-43.56548,172.58501,58,3,,,,
12676,Hendersons Road,-43.56239,172.58176,816,33,333,,,
42013,Hendersons Road,-43.56252,172.58171,100,10,,,,
53660,Hereford St (Aspire),-43.53207,172.65261,1724,64,248,,,
53656,Hereford St (Aspire),-43.53195,172.65272,583,28,,,,
51600,Hereford St near Barbadoes St,-43.53208,172.64498,1098,29,302,,,
51594,Hereford St near Barbadoes St,-43.53196,172.64477,813,29,,,,
53171,Hereford St near Colombo St,-43.53207,172.63768,2670,45,354,,,
53163,Hereford St near Colombo St,-43.53199,172.63773,533,10,,,,
51616,Hereford St near Fitzgerald Ave,-43.53207,172.65004,1898,58,439,,,
53527,Hereford St near Fitzgerald Ave,-43.53194,172.6493,698,29,,,,
54605,Hereford St near Latimer Square,-43.53196,172.64152,1279,26,313,,,
54614,Hereford St near Latimer Square,-43.53213,172.64138,375,7,,,,
53205,Hereford St near Montreal St,-43.53211,172.63098,4981,75,378,,,
52915,Hereford St near Montreal St,-43.53197,172.63101,2083,29,,,,
29202,Heyders Rd,-43.43268,172.69476,3063,35,227,,,
44513,High St near Stephen St,-43.30471,172.58465,54,2,36,,,
43140,Highsted Rd,-43.48134,172.5935,1987,41,292,,,
19087,Highsted Rd,-43.48118,172.59344,41,4,,,,
40979,Highsted Rd near Glenmore Ave,-43.47717,172.59675,1506,81,230,,,
19060,Highsted Rd near Glenmore Ave,-43.47729,172.59646,58,9,,,,
19798,Highsted Rd near Ludhiana St,-43.47591,172.59773,3094,66,477,,,
19018,Highsted Rd near Ludhiana St,-43.47582,172.59761,179,5,,,,
17282,Highsted Rd near Sapphire St,-43.47952,172.59492,1478,61,172,,,
19073,Highsted Rd near Sapphire St,-43.47965,172.59464,6,0,,,Huntsbury,450
37946,Hills Rd near Acheson Ave,-43.50113,172.65149,5190,277,1328,,Huntsbury Ave,283
36756,Hills Rd near Acheson Ave,-43.5009,172.65168,2891,153,,,Huntsbury Ave near Aotea Tce,80
39639,Hills Rd near Ailsa St,-43.50522,172.65155,1070,42,546,,Huntsbury Ave near Ramahana Rd,95
36760,Hills Rd near Ailsa St,-43.50501,172.65174,765,37,,,Hussey Rd,48
20645,Hills Rd near Avalon St,-43.5184,172.65153,4846,221,445,,Hussey Rd near Millpark Tce,2
20467,Hills Rd near Dudley St,-43.51497,172.65175,4882,176,488,,Hussey Rd near Springvale Gdns,345
32581,Hills Rd near Dudley St,-43.51392,172.65156,1233,51,,,Hyde Park,84
20632,Hills Rd near Gresford St,-43.51662,172.65176,4764,165,397,,Idris Rd near Fendalton Rd,31
20152,Hills Rd near Gresford St,-43.51638,172.6516,20,1,,,Idris Rd near Wroxton Tce,43
20451,Hills Rd near Warden St,-43.51144,172.65174,2773,63,289,,Ilam Rd near Kirkwood Ave,407
20134,Hills Rd near Warden St,-43.50988,172.65156,249,10,,,Ilam Rd near Montana Ave,1423
37951,Hills Rd near Westminster St,-43.49729,172.64962,3693,221,1999,,Ilam Rd near Rudleigh Ave,334
36741,Hills Rd near Westminster St,-43.49723,172.64976,2728,181,,,Innes Rd near Hills Rd,2284
33307,Hoon Hay Rd,-43.56384,172.60845,288,11,119,,Innes Rd near Mahars Rd,3210
11867,Hoon Hay Rd near Barossa Ln,-43.57044,172.61164,2428,102,298,,Innes Rd near Manuka St,199
11397,Hoon Hay Rd near Blakiston St,-43.57097,172.61199,707,28,141,,Innes Rd near Nancy Ave,691
11912,Hoon Hay Rd near Cashmere Rd,-43.57371,172.61419,6171,135,1007,,Innes Road near Severn Street,462
11592,Hoon Hay Rd near Cashmere Rd,-43.57379,172.61458,1210,34,,,Inwoods Rd near Jade Pl,1686
43321,Hoon Hay Rd near Lewis St,-43.55947,172.60316,3285,126,470,,Irwell,7
33087,Hoon Hay Rd near Lewis St,-43.55914,172.60243,345,15,,,Island Rd near Barnard St,291
33104,Hoon Hay Rd near Maryhill Ave,-43.56222,172.60738,1296,51,336,,Izone Dr,11
33094,Hoon Hay Rd near Maryhill Ave,-43.56186,172.6066,134,3,,,James St near Birchs Rd,41
33127,Hoon Hay Rd near Smartlea St,-43.56082,172.60524,298,11,85,,James St near Boundary Rd,1572
33073,Hoon Hay Rd near Smartlea St,-43.56083,172.60502,31,0,,,James St near North Blt,9
11657,Howard St near Simeon St,-43.5496,172.61602,682,52,23,,Jones Rd (Templeton),549
32893,Huntsbury,-43.57196,172.65453,3591,90,,,Jones Rd near Alston Rd,98
32919,Huntsbury,-43.57044,172.65432,6,1,,,Jones Rd near Curraghs Rd,147
32886,Huntsbury Ave,-43.56716,172.65278,596,7,,,Jones Rd near Hoskyns Rd,386
32935,Huntsbury Ave,-43.56669,172.65254,2,0,,,Jones Rd near Weedons Ross Rd,31
32903,Huntsbury Ave near Aotea Tce,-43.56784,172.65302,822,30,,,Kahu Rd near Girvan St,268
32926,Huntsbury Ave near Aotea Tce,-43.56768,172.65319,5,0,,,Kahu Rd near Titoki St,18
32872,Huntsbury Ave near Ramahana Rd,-43.5643,172.65308,1072,37,,,Kahu Rd near Tui St,12
32942,Huntsbury Ave near Ramahana Rd,-43.56423,172.65323,4,1,,,Kaiapoi (McDonalds),3804
40784,Hussey Rd,-43.459,172.60889,1112,24,,,Kaiapoi (Police Station),330
47562,Hussey Rd near Millpark Tce,-43.45894,172.60952,78,7,,,Kaiapoi Central Park & Ride,160
40922,Hussey Rd near Springvale Gdns,-43.46245,172.59192,397,4,,,Kaiapoi High School,21
40064,Hussey Rd near Springvale Gdns,-43.46238,172.59192,273,4,,,Kainga,513
10171,Hyde Park,-43.51628,172.54621,2236,59,,,Kedleston Dr near Apsley Dr,30
38669,Idris Rd near Fendalton Rd,-43.51876,172.60113,202,9,,,Kedleston Dr near Audley Gate,26
38648,Idris Rd near Wroxton Tce,-43.51658,172.60235,184,12,,,Kedleston Dr near Brockhall Ln,30
38630,Idris Rd near Wroxton Tce,-43.51656,172.60213,83,5,,,Kedleston Dr near Greystoke Ln,13
38676,Ilam Rd near Kirkwood Ave,-43.52907,172.57995,3474,75,,,Kedleston Dr near Hatfield Pl,5
38317,Ilam Rd near Kirkwood Ave,-43.52746,172.57951,996,31,,,Kendal Ave near Charlcott St,288
13671,Ilam Rd near Montana Ave,-43.52088,172.57957,12285,240,,,Kendal Ave near Whitby St,61
13064,Ilam Rd near Montana Ave,-43.52104,172.57938,2996,54,,,Kensington Ave near Innes Rd,263
38682,Ilam Rd near Rudleigh Ave,-43.53043,172.57994,3188,131,,,Kensington Ave near Westminster St,24
32076,Innes Rd near Hills Rd,-43.49537,172.6477,7622,233,,,Kerrs Rd,2169
36739,Innes Rd near Hills Rd,-43.49558,172.64695,7587,134,,,Kerrs Rd near Dunarnan St,1516
37967,Innes Rd near Mahars Rd,-43.49799,172.64236,6309,407,,,Kerrs Rd near Traynor Ln,651
36718,Innes Rd near Mahars Rd,-43.49816,172.64169,4302,340,,,Keyes Rd,2111
36725,Innes Rd near Mahars Rd,-43.49671,172.64464,1226,12,,,Keyes Rd near Gresham Tce,63
37905,Innes Rd near Manuka St,-43.49622,172.64595,2333,27,,,Keyes Rd near Lonsdale St,192
54239,Innes Rd near Nancy Ave,-43.49984,172.6385,2453,92,,,Keyes Rd near Rawson St,127
54225,Innes Rd near Nancy Ave,-43.49959,172.63868,1145,51,,,Keyes Rd near Sinclair St,378
54078,Innes Road near Severn Street,-43.50181,172.63447,1979,65,,,Kilmarnock St near Deans Ave,345
53723,Innes Road near Severn Street,-43.50164,172.63447,1304,85,,,Kilmarnock St near Harakeke St,17
51659,Inwoods Rd near Jade Pl,-43.48078,172.69945,6737,280,,,Kilmarnock St near Kahu Rd,9
51644,Inwoods Rd near Jade Pl,-43.48116,172.69902,45,3,,,Kilmore St near Manchester St,1268
54468,Irwell,-43.7044,172.36091,13,0,,,Kilmore Street Town Hall,866
53401,Island Rd near Barnard St,-43.38426,172.63929,996,25,,,King St near Andrew St,5
53417,Island Rd near Barnard St,-43.38405,172.63922,153,2,,,King St near George St,65
52744,Izone Dr,-43.58715,172.37439,89,0,,,King St near Royal Tce,494
52716,Izone Dr,-43.58721,172.37416,34,2,,,King St near Seddon St,211
46872,James St near Birchs Rd,-43.63434,172.49059,109,0,,,Kingsbury Ave near Melford Cl,2
47976,James St near Boundary Rd,-43.6362,172.48916,19433,50,,,Kingsbury Ave near Regent Ave,215
25845,James St near Boundary Rd,-43.6368,172.48851,6503,124,,,Kingsbury Ave near Windsor Ct,5
25493,James St near North Blt,-43.63798,172.48777,211,9,,,Kippenberger Ave near Devlin Ave,6
50253,Jones Rd (Templeton),-43.55635,172.46802,3927,106,,,Kippenberger Ave near East Belt,327
45109,Jones Rd (Templeton),-43.55647,172.468,93,8,,,Kirk Rd near Mahoe St,283
54565,Jones Rd near Alston Rd,-43.57265,172.42488,457,17,,,Kirk Rd near Railway Tce,23
54554,Jones Rd near Alston Rd,-43.57271,172.42492,12,1,,,Kirwee Tavern,261
53279,Jones Rd near Curraghs Rd,-43.56593,172.44285,401,21,,,Kissel St near Banks St,76
53280,Jones Rd near Curraghs Rd,-43.56604,172.44295,237,0,,,Knights Stream Park,
50379,Jones Rd near Hoskyns Rd,-43.58698,172.38597,3297,112,,,Kotare St,5
50367,Jones Rd near Hoskyns Rd,-43.58714,172.38587,48,4,,,Kotare St near Kahu Rd,10
50351,Jones Rd near Weedons Ross Rd,-43.57862,172.40908,232,8,,,Kotare St near Medbury Tce,31
50102,Jones Rd near Weedons Ross Rd,-43.5787,172.40909,8,0,,,Kotare St near Roa Rd,8
13231,Kahu Rd near Girvan St,-43.52504,172.59814,6146,19,,,Lake Tce Rd near New Brighton Rd,1361
10100,Kahu Rd near Titoki St,-43.52626,172.6001,129,2,,,Lake Terrace Rd,82
13249,Kahu Rd near Titoki St,-43.52669,172.6006,21,0,,,Lake Terrace Rd near De Ville Pl,166
10090,Kahu Rd near Tui St,-43.52516,172.59742,445,2,,,Lake Terrace Rd near Fairway Dr,331
15008,Kaiapoi (McDonalds),-43.38466,172.65631,5914,409,,,Lake Terrace Rd near Giles Pl,164
12215,Kaiapoi (McDonalds),-43.38453,172.65618,2366,131,,,Lake Terrace Rd near Lakewood Dr,192
12301,Kaiapoi (Police Station),-43.38156,172.65899,637,32,,,Lake Terrace Rd near Oregon Pl,14
40174,Kaiapoi (Police Station),-43.38186,172.65871,40,3,,,Lancewood Dr near Westlake Dr,309
54667,Kaiapoi Central Park & Ride,-43.38298,172.66049,10230,260,,,Larsens Rd near Glovers Rd,7
44578,Kaiapoi High School,-43.38666,172.64564,288,4,,,Leeston,10
53438,Kaiapoi High School,-43.38659,172.64584,172,9,,,Leeston Rd near Ellesmere Junction Rd,85
15904,Kainga,-43.4189,172.65282,4118,123,,,Lincoln Rd and Parade Ct,1076
13914,Kainga,-43.41912,172.65262,372,21,,,Lincoln Rd near Clarence St S,405
10159,Kedleston Dr near Apsley Dr,-43.51381,172.54701,504,8,,,Lincoln Rd near Dickens St,1438
10185,Kedleston Dr near Audley Gate,-43.51112,172.54897,291,7,,,Lincoln Rd near Domain Tce,177
10365,Kedleston Dr near Audley Gate,-43.51088,172.5485,221,5,,,Lincoln Rd near Hazeldean Rd,195
10144,Kedleston Dr near Brockhall Ln,-43.5127,172.54666,377,15,,,Lincoln Rd near Lincoln Ln,40
10163,Kedleston Dr near Greystoke Ln,-43.51377,172.54681,450,4,,,Lincoln Rd near Nairn St,725
10377,Kedleston Dr near Hatfield Pl,-43.51139,172.54636,345,3,,,Lincoln Rd near Parade Ct,582
13190,Kendal Ave near Charlcott St,-43.49826,172.57192,2279,165,,,Lincoln Rd near Sylvan St,746
13126,Kendal Ave near Whitby St,-43.49895,172.57055,603,33,,,Lincoln Rd near Torrens Rd,1831
10472,Kendal Ave near Whitby St,-43.499,172.57074,40,1,,,Lincoln Rolleston Rd near Rolleston Dr,21
24101,Kensington Ave near Innes Rd,-43.49939,172.6403,2126,48,,,Lincoln University,2101
24769,Kensington Ave near Innes Rd,-43.50096,172.6416,93,0,,,Link Dve,10
24753,Kensington Ave near Innes Rd,-43.4993,172.64008,66,0,,,Linwood Ave near Keighleys Rd,23
24091,Kensington Ave near Westminster St,-43.50118,172.64195,832,15,,,Linwood Ave near Kidbrooke St,489
11186,Kerrs Rd,-43.52558,172.68127,4696,221,,,Linwood Ave near Tilford St,648
36870,Kerrs Rd,-43.52569,172.68144,3466,138,,,Linwood Ave near Wanstead Pl,586
18804,Kerrs Rd near Dunarnan St,-43.52235,172.68143,3920,301,,,Lodestar Ave near Hayton Rd,86
18482,Kerrs Rd near Traynor Ln,-43.52188,172.68124,1086,111,,,Longhurst Medical Centre,568
39558,Keyes Rd,-43.49796,172.71661,5207,306,,,Lowes Rd near Goulds Rd,383
39185,Keyes Rd,-43.49808,172.7169,1795,77,,,Lowes Rd near Rembrandt Dr,114
39144,Keyes Rd near Gresham Tce,-43.5013,172.71857,148,6,,,Lowes Rd near Tennyson St,34
39365,Keyes Rd near Lonsdale St,-43.507,172.72125,896,52,,,Lowry Ave near Denniston Cres,3
39472,Keyes Rd near Lonsdale St,-43.50703,172.72154,52,2,,,Lowry Ave near Grimseys Rd,2
39464,Keyes Rd near Rawson St,-43.50483,172.71935,641,13,,,Lyttelton St,341
39377,Keyes Rd near Rawson St,-43.50454,172.71945,56,3,,,Lyttelton St near Conway St,1247
39171,Keyes Rd near Sinclair St,-43.50169,172.71854,1646,108,,,Lyttelton St near Glue Pl,711
10116,Kilmarnock St near Deans Ave,-43.52665,172.61158,2215,66,,,Lyttelton St near Glynne Cres,129
10995,Kilmarnock St near Deans Ave,-43.52677,172.61148,656,10,,,Lyttelton St near Hennessy Pl,114
10953,Kilmarnock St near Harakeke St,-43.52702,172.60612,75,5,,,Lyttelton St near Rose St,400
10137,Kilmarnock St near Harakeke St,-43.52689,172.60617,38,1,,,Lyttelton Wharf,4249
10396,Kilmarnock St near Kahu Rd,-43.52727,172.60285,58,6,,,Maces Rd near Lupins Ln,1
10401,Kilmarnock St near Kahu Rd,-43.5271,172.60341,28,0,,,Maces Rd near Wickham St,2
53159,Kilmore St near Manchester St,-43.52665,172.63809,6522,186,,,Madeley Rd near Major Hornbrook Rd,139
54520,Kilmore Street Town Hall,-43.52664,172.63512,4151,91,,,Madras St near Southwark St,172
44725,King St near Andrew St,-43.3005,172.58962,14,0,,,Madras St Terminus,12
44079,King St near George St,-43.30846,172.59169,3014,41,,,Maidstone Rd,1075
44476,King St near Royal Tce,-43.2968,172.5889,2264,44,,,Maidstone Rd near Colina St,456
44453,King St near Royal Tce,-43.2968,172.58873,5,2,,,Maidstone Rd near Derenzy Pl,1053
44623,King St near Seddon St,-43.30006,172.58968,760,30,,,Maidstone Rd near Farnham Pl,516
26981,Kingsbury Ave near Melford Cl,-43.29647,172.58607,20,0,,,Maidstone Rd near Highfield Pl,250
44509,Kingsbury Ave near Regent Ave,-43.29733,172.58086,826,16,,,Maidstone Rd near Hounslow St,63
44521,Kingsbury Ave near Windsor Ct,-43.29724,172.58164,13,0,,,Maidstone Rd near Radbrook St,21
26808,Kippenberger Ave near Devlin Ave,-43.30111,172.61266,108,0,,,Maidstone Rd near Solway Ave,487
26444,Kippenberger Ave near Devlin Ave,-43.30115,172.61281,2,0,,,Maidstone Rd near Westmont St,989
26883,Kippenberger Ave near East Belt,-43.30256,172.60116,676,1,,,Main North near Loftus St,1918
25589,Kirk Rd near Mahoe St,-43.55331,172.4733,1649,49,,,Main North Rd,906
25884,Kirk Rd near Railway Tce,-43.55369,172.47378,70,3,,,Main North Rd near Barnes Rd,1818
54928,Kirwee Tavern,-43.49968,172.2145,2240,26,,,Main North Rd near Belfast Rd,441
50380,Kissel St near Banks St,-43.55115,172.47431,722,28,,,Main North Rd near Cranford St,675
53641,Knights Stream Park,-43.5702,172.5385,1,0,,,Main North Rd near Cunliffe Rd,333
13882,Kotare St,-43.52224,172.59047,113,1,,,Main North Rd near Donegal St,637
13220,Kotare St near Kahu Rd,-43.52467,172.59611,21,1,,,Main North Rd near Doubledays Rd,
10088,Kotare St near Kahu Rd,-43.52468,172.59594,17,1,,,Main North Rd near Factory Rd,84
43027,Kotare St near Medbury Tce,-43.52203,172.59215,283,9,,,Main North Rd near Hewitts Rd,288
10061,Kotare St near Medbury Tce,-43.52214,172.59204,59,1,,,Main North Rd near Holland Dr,173
10074,Kotare St near Roa Rd,-43.52289,172.59457,50,0,,,Main North Rd near Kaiapoi Golf Club,145
13869,Kotare St near Roa Rd,-43.52289,172.59478,38,1,,,Main North Rd near Lagan St,537
53377,Lake Tce Rd near New Brighton Rd,-43.50005,172.68373,4213,151,,,Main North Rd near Lees Rd,169
53383,Lake Tce Rd near New Brighton Rd,-43.50019,172.68355,877,29,,,Main North Rd near Link Rd,21
18532,Lake Terrace Rd,-43.49428,172.66281,619,14,,,Main North Rd near Manse Pl,389
18623,Lake Terrace Rd near De Ville Pl,-43.49924,172.68212,373,9,,,Main North Rd near Meadow St,1262
32450,Lake Terrace Rd near De Ville Pl,-43.49916,172.6822,131,3,,,Main North Rd near Momorangi Cres,1769
18634,Lake Terrace Rd near Fairway Dr,-43.49465,172.66545,2047,46,,,Main North Rd near Neeves Rd,90
13766,Lake Terrace Rd near Fairway Dr,-43.4946,172.6656,253,7,,,Main North Rd near Old Main North Rd,33
13296,Lake Terrace Rd near Giles Pl,-43.49377,172.66321,1523,18,,,Main North Rd near Pa Rd,625
32069,Lake Terrace Rd near Lakewood Dr,-43.49471,172.67651,2913,45,,,Main North Rd near Parsonage Rd,374
13778,Lake Terrace Rd near Lakewood Dr,-43.49453,172.67642,343,11,,,Main North Rd near Queen Elizabeth II Dr,1497
12262,Lake Terrace Rd near Oregon Pl,-43.49614,172.67885,50,1,,,Main North Rd near Richill St,820
22224,Lancewood Dr near Westlake Dr,-43.57174,172.55939,1049,64,,,Main North Rd near Sandhill Rd,16
33854,Larsens Rd near Glovers Rd,-43.59304,172.56911,53,0,,,Main North Rd near School Rd,967
54452,Leeston,-43.76656,172.28901,387,9,,,Main North Rd near Spencerville Rd,145
53809,Leeston Rd near Ellesmere Junction Rd,-43.76203,172.29876,843,21,,,Main North Rd near Sturrocks Rd,759
53813,Leeston Rd near Ellesmere Junction Rd,-43.76209,172.29882,65,0,,,Main North Rd near Styx Mill Rd,48
12551,Lincoln Rd and Parade Ct,-43.54582,172.60778,6718,264,,,Main North Rd near Swift St,730
28135,Lincoln Rd near Clarence St S,-43.54427,172.61076,3394,157,,,Main North Rd near the lakes,15
28174,Lincoln Rd near Dickens St,-43.54214,172.61405,9586,354,,,Main North Rd near Thompsons Rd,695
44177,Lincoln Rd near Domain Tce,-43.5529,172.59611,1236,49,,,Main North Rd near Tuckers Rd,2450
47137,Lincoln Rd near Hazeldean Rd,-43.54156,172.61535,1147,37,,,Main North Rd near Vagues Rd,1594
40811,Lincoln Rd near Lincoln Ln,-43.5405,172.61713,354,9,,,Main North Rd near Williams St,186
12567,Lincoln Rd near Nairn St,-43.54823,172.60369,5364,207,,,Main North Rd near Woodend Beach Rd,1
12837,Lincoln Rd near Nairn St,-43.54811,172.60438,1027,38,,,Main North Rd near Woodend Rd,2
43456,Lincoln Rd near Parade Ct,-43.54575,172.60836,3391,127,,,Main North Rd near Wrights Rd,163
43473,Lincoln Rd near Sylvan St,-43.55194,172.59752,4715,182,,,Main Nth Rd near Gressons Rd,1
12579,Lincoln Rd near Torrens Rd,-43.55039,172.60002,10240,455,,,Main Nth Rd near Loftus St,2005
12939,Lincoln Rd near Torrens Rd,-43.55062,172.60012,1232,43,,,Main Nth Rd near Waikuku Beach Rd,
17978,Lincoln Rolleston Rd near Rolleston Dr,-43.59418,172.38611,276,13,,,Main Rd,23
11062,Lincoln University,-43.64271,172.46769,27999,759,,,Main Rd near Augusta St,958
52700,Link Dve,-43.58404,172.3786,230,6,,,Main Rd near Celia St,611
52759,Link Dve,-43.58414,172.37874,7,0,,,Main Rd near Cliff St,24
46146,Linwood Ave near Cashel St,-43.53296,172.67236,9736,760,6035,,Main Rd near Marriner St,4
15152,Linwood Ave near Cashel St,-43.53312,172.67223,6208,393,,,Main Rd near Mccormacks Bay Rd,167
15609,Linwood Ave near Keighleys Rd,-43.54056,172.68468,35,5,,,Main Rd near Moncks Bay Ln,214
47813,Linwood Ave near Kidbrooke St,-43.54485,172.69236,2649,96,,,Main Rd near Mulgans Trk,42
45449,Linwood Ave near Kidbrooke St,-43.54474,172.69253,76,4,,,Main Rd near Raekura Pl,188
23858,Linwood Ave near Tilford St,-43.53839,172.68033,2695,119,,,Main Rd near St Andrews Hill Rd,236
15728,Linwood Ave near Tilford St,-43.53827,172.68101,247,8,,,Main Rd near Te Awakura Tce,121
45987,Linwood Ave near Wanstead Pl,-43.54326,172.68932,3760,146,,,Main Rd near The Brae,108
45580,Linwood Ave near Wanstead Pl,-43.54313,172.68946,146,6,,,Main Rd near Wakatu Ave,810
53948,Lodestar Ave near Hayton Rd,-43.54716,172.56055,1650,23,,,Main South Rd,40
53591,Longhurst Medical Centre,-43.57802,172.54665,5988,280,,,Main South Rd near Bowman Pl,572
17913,Lowes Rd near Goulds Rd,-43.59907,172.39017,1769,42,,,Main South Rd near Canterbury St,647
17945,Lowes Rd near Goulds Rd,-43.59914,172.39026,26,1,,,Main South Rd near Carmen Rd,4568
50333,Lowes Rd near Rembrandt Dr,-43.60353,172.37972,391,0,,,Main South Rd near Chalmers St,184
50141,Lowes Rd near Rembrandt Dr,-43.60357,172.37984,337,2,,,Main South Rd near Curletts Rd,959
50173,Lowes Rd near Tennyson St,-43.60152,172.38463,558,6,,,Main South Rd near English St,991
50346,Lowes Rd near Tennyson St,-43.60143,172.38455,7,0,,,Main South Rd near Garvins Rd,1079
29304,Lowry Ave near Denniston Cres,-43.46908,172.62388,7,0,,,Main South Rd near Hanworth Ave,126
29803,Lowry Ave near Grimseys Rd,-43.46923,172.6272,8,0,,,Main South Rd near Harvard Ave,358
50810,Lyttelton Jetty,-43.60529,172.7222,25599,1848,16626,,Main South Rd near Lowther St,275
37518,Lyttelton St,-43.56342,172.6146,1180,50,,,Main South Rd near Seymour St,267
11223,Lyttelton St near Conway St,-43.56589,172.61487,3906,114,,,Main South Rd near Springs Rd,113
11117,Lyttelton St near Conway St,-43.56558,172.615,1544,46,,,Main South Rd near Tower St,2632
11814,Lyttelton St near Glue Pl,-43.56341,172.6144,3124,141,,,Main South Rd near Weaver Pl,2209
33617,Lyttelton St near Glynne Cres,-43.55765,172.60926,1381,54,,,Mairehau Rd ( Spinal Unit),14
22194,Lyttelton St near Glynne Cres,-43.55783,172.60969,192,5,,,Mairehau Rd (Spinal Unit),79
33640,Lyttelton St near Hennessy Pl,-43.56028,172.6122,687,38,,,Mairehau Rd near Daytona Pl,520
22295,Lyttelton St near Hennessy Pl,-43.56,172.61212,240,27,,,Mairehau Rd near Inwoods Rd,42
11321,Lyttelton St near Rose St,-43.56796,172.61526,2435,82,,,Mairehau Rd near Medina Cres,42
11193,Lyttelton St near Rose St,-43.56812,172.61548,523,28,,,Mairehau Rd near Putake Dr,500
42633,Lyttelton Wharf,-43.60493,172.72096,4674,291,,,Mairehau Rd near Royal Pk Dr,58
51721,Maces Rd near Lupins Ln,-43.53533,172.69419,4,0,,,Mairehau Rd near Tapiri St,35
51732,Maces Rd near Wickham St,-43.53505,172.69446,3,1,,,Major Hornbrook Rd near Belleview Tce,106
32244,Madeley Rd near Major Hornbrook Rd,-43.57204,172.72012,1274,13,,,Major Hornbrook Rd near Billys Trk,302
28436,Madeley Rd near Major Hornbrook Rd,-43.57184,172.72049,15,2,,,Major Hornbrook Rd near Freeman St,28
52943,Madras St near Southwark St,-43.537,172.64258,2016,43,,,Major Hornbrook Rd near Muritai Tce,169
52936,Madras St Terminus,-43.5387,172.64258,677,18,,,Major Hornbrook Rd near Rockview Pl,50
10527,Maidstone Rd,-43.51682,172.57144,6620,170,,,Major Hornbrook Rd near St Andrews Hill Rd,2
43058,Maidstone Rd,-43.51997,172.57853,1493,28,,,Manchester St near Allen St,7
10026,Maidstone Rd,-43.51696,172.57103,1017,13,,,Manchester St near Kilmore St,338
10279,Maidstone Rd,-43.51686,172.56448,678,17,,,Manchester St near Salisbury St,605
10308,Maidstone Rd near Colina St,-43.51681,172.55749,6669,171,,,Manchester St near Welles St,76
10251,Maidstone Rd near Colina St,-43.51693,172.55738,310,14,,,Mandeville St,87
10383,Maidstone Rd near Derenzy Pl,-43.51615,172.55392,10942,373,,,Mandeville St near Kyle St,116
10246,Maidstone Rd near Derenzy Pl,-43.51639,172.55432,413,16,,,Manurere St,595
42819,Maidstone Rd near Farnham Pl,-43.51794,172.57544,5312,140,,,Manurere St near Ranui St,239
43091,Maidstone Rd near Farnham Pl,-43.51735,172.5741,163,2,,,Manurere St near Tauiwi Cres,542
43070,Maidstone Rd near Farnham Pl,-43.51847,172.5758,146,5,,,Manurere St near Wycola Ave,132
